	time (ns)	angle (degree)	average angle	angle standard deviation
760	1260.000	3.522	6.790	1.722
761	1261.000	4.632	6.839	1.766
762	1262.000	6.471	6.782	1.740
763	1263.000	8.050	6.750	1.714
764	1264.000	4.524	6.845	1.771
765	1265.000	7.291	6.886	1.807
766	1266.000	10.121	6.939	1.816
767	1267.000	8.304	7.030	1.785
768	1268.000	5.378	7.045	1.782
769	1269.000	6.070	7.143	1.959
770	1270.000	7.616	7.398	1.964
771	1271.000	8.827	7.579	2.004
772	1272.000	7.893	7.910	2.222
773	1273.000	8.923	8.291	2.255
774	1274.000	6.868	8.687	2.446
775	1275.000	7.664	8.966	2.577
776	1276.000	8.985	9.173	2.706
777	1277.000	8.884	9.472	2.580
778	1278.000	7.868	9.708	2.642
779	1279.000	7.532	9.830	2.731
780	1280.000	6.886	9.975	2.742
781	1281.000	11.557	10.301	2.657
782	1282.000	10.505	10.526	2.518
783	1283.000	10.161	10.827	2.604
784	1284.000	13.227	11.057	2.672
785	1285.000	13.046	11.206	2.591
786	1286.000	14.528	11.405	2.600
787	1287.000	13.449	11.521	2.449
788	1288.000	13.229	11.611	2.340
789	1289.000	11.981	11.682	2.284
790	1290.000	13.205	11.720	2.243
791	1291.000	13.173	11.832	2.108
792	1292.000	11.922	11.930	1.951
793	1293.000	13.537	11.986	1.816
794	1294.000	11.683	11.842	1.986
795	1295.000	15.142	11.797	2.031
796	1296.000	14.569	11.725	2.120
797	1297.000	11.620	11.518	2.218
798	1298.000	13.902	11.293	2.339
799	1299.000	9.775	11.063	2.289
800	1300.000	9.911	10.773	2.430
801	1301.000	10.765	10.482	2.555
802	1302.000	9.835	10.270	2.644
803	1303.000	10.669	9.991	2.690
804	1304.000	9.981	9.702	2.721
805	1305.000	8.283	9.388	2.901
806	1306.000	7.957	9.076	2.855
807	1307.000	9.363	8.857	2.857
808	1308.000	8.375	8.472	2.613
809	1309.000	8.043	8.148	2.310
810	1310.000	7.415	7.946	2.213
811	1311.000	8.799	7.549	1.976
812	1312.000	6.187	7.348	1.997
813	1313.000	5.969	7.082	2.082
814	1314.000	6.677	6.776	2.080
815	1315.000	6.214	6.490	2.134
816	1316.000	5.958	6.100	2.226
817	1317.000	4.082	5.850	2.121
818	1318.000	5.729	5.644	2.125
819	1319.000	6.215	5.594	2.082
820	1320.000	5.512	5.460	1.932
821	1321.000	6.474	5.388	1.850
822	1322.000	6.554	5.206	1.802
823	1323.000	3.992	5.115	1.742
824	1324.000	4.739	4.948	1.565
825	1325.000	3.255	4.823	1.587
826	1326.000	3.123	4.751	1.573
827	1327.000	2.675	4.618	1.544
828	1328.000	0.931	4.558	1.509
829	1329.000	3.721	4.683	1.741
830	1330.000	3.131	4.741	1.744
831	1331.000	6.716	4.782	1.780
832	1332.000	6.023	4.808	1.806
833	1333.000	6.558	4.932	1.956
834	1334.000	3.490	4.968	1.994
835	1335.000	5.161	5.117	2.241
836	1336.000	4.610	5.247	2.268
837	1337.000	3.058	5.371	2.322
838	1338.000	4.180	5.588	2.370
839	1339.000	3.345	5.702	2.314
840	1340.000	4.727	5.838	2.227
841	1341.000	9.080	6.074	1.985
842	1342.000	5.519	6.169	1.924
843	1343.000	6.766	6.388	1.874
844	1344.000	6.854	6.433	1.896
845	1345.000	8.610	6.585	2.010
846	1346.000	7.375	6.708	2.101
847	1347.000	10.279	6.884	2.002
848	1348.000	7.256	6.959	1.969
849	1349.000	7.818	7.090	1.915
850	1350.000	8.691	7.195	1.750
851	1351.000	5.967	7.411	1.694
852	1352.000	6.075	7.654	1.513
853	1353.000	6.850	7.764	1.386
854	1354.000	6.088	7.634	1.409
855	1355.000	8.597	7.559	1.569
856	1356.000	7.858	7.511	1.612
857	1357.000	9.816	7.432	1.692
858	1358.000	9.637	7.350	1.682
859	1359.000	7.879	7.346	1.682
860	1360.000	7.046	7.217	1.567
861	1361.000	7.892	7.198	1.570
862	1362.000	5.670	7.150	1.568
863	1363.000	9.570	7.103	1.538
864	1364.000	9.428	7.173	1.524
865	1365.000	7.483	7.157	1.538
866	1366.000	5.837	7.142	1.543
867	1367.000	3.628	7.108	1.576
868	1368.000	5.568	6.961	1.603
869	1369.000	4.882	6.864	1.620
870	1370.000	6.566	6.681	1.528
871	1371.000	7.274	6.483	1.448
872	1372.000	7.050	6.287	1.576
873	1373.000	6.771	6.270	1.569
874	1374.000	6.626	6.112	1.599
875	1375.000	7.514	6.077	1.618
876	1376.000	7.733	5.930	1.446
877	1377.000	5.675	5.747	1.262
878	1378.000	6.476	5.622	1.238
879	1379.000	5.227	5.570	1.255
880	1380.000	4.919	5.629	1.193
881	1381.000	5.434	5.669	1.207
882	1382.000	5.247	5.693	1.197
883	1383.000	4.675	5.546	1.304
884	1384.000	2.996	5.449	1.260
885	1385.000	6.617	5.320	1.254
886	1386.000	3.921	5.171	1.295
887	1387.000	4.801	5.125	1.261
888	1388.000	5.892	5.075	1.185
889	1389.000	4.867	4.983	1.051
890	1390.000	4.349	4.974	1.046
891	1391.000	4.551	5.039	1.183
892	1392.000	5.107	5.033	1.183
893	1393.000	6.550	5.028	1.183
894	1394.000	5.477	5.099	1.260
895	1395.000	2.906	5.214	1.397
896	1396.000	4.834	5.335	1.479
897	1397.000	3.843	5.536	1.489
898	1398.000	3.048	5.453	1.484
899	1399.000	5.461	5.588	1.492
900	1400.000	6.268	5.622	1.483
901	1401.000	5.442	5.586	1.488
902	1402.000	5.444	5.570	1.498
903	1403.000	8.087	5.568	1.500
904	1404.000	5.099	5.502	1.580
905	1405.000	4.774	5.421	1.651
906	1406.000	7.218	5.241	1.765
907	1407.000	8.112	5.162	1.797
908	1408.000	7.722	5.296	1.746
909	1409.000	8.015	5.322	1.744
910	1410.000	4.528	5.468	1.767
911	1411.000	7.298	5.575	1.694
912	1412.000	5.663	5.554	1.699
913	1413.000	4.976	5.511	1.693
914	1414.000	4.475	5.626	1.783
915	1415.000	4.289	5.737	1.855
916	1416.000	2.904	5.774	1.913
917	1417.000	3.097	5.792	1.908
918	1418.000	2.033	5.747	1.946
919	1419.000	3.525	5.561	2.020
920	1420.000	6.248	5.404	1.966
921	1421.000	5.480	5.291	1.907
922	1422.000	7.483	5.144	1.829
923	1423.000	5.737	5.098	1.859
924	1424.000	4.934	4.896	1.883
925	1425.000	5.203	4.794	1.909
926	1426.000	8.302	4.906	2.000
927	1427.000	8.211	4.946	2.001
928	1428.000	9.014	4.995	1.999
929	1429.000	5.557	5.178	2.010
930	1430.000	3.651	5.309	1.975
931	1431.000	2.563	5.416	1.859
932	1432.000	4.183	5.513	1.819
933	1433.000	4.913	5.658	2.015
934	1434.000	4.320	5.841	2.197
935	1435.000	3.381	5.811	2.179
936	1436.000	2.267	5.892	2.213
937	1437.000	3.099	5.949	2.205
938	1438.000	7.768	5.911	2.226
939	1439.000	5.479	5.816	2.170
940	1440.000	5.526	5.688	2.117
941	1441.000	7.488	5.427	2.092
942	1442.000	6.372	5.333	2.138
943	1443.000	4.699	5.341	2.132
944	1444.000	5.936	5.343	2.130
945	1445.000	9.883	5.364	2.120
946	1446.000	10.044	5.363	2.121
947	1447.000	6.755	5.353	2.127
948	1448.000	7.747	5.278	2.229
949	1449.000	6.360	5.247	2.279
950	1450.000	4.268	5.222	2.306
951	1451.000	5.924	5.076	2.253
952	1452.000	5.008	4.961	2.304
953	1453.000	2.481	4.900	2.308
954	1454.000	3.211	4.783	2.245
955	1455.000	3.854	4.564	2.348
956	1456.000	2.597	4.540	2.350
957	1457.000	4.730	4.462	2.334
958	1458.000	4.890	4.132	2.108
959	1459.000	4.049	3.791	1.775
960	1460.000	1.523	3.679	1.665
961	1461.000	1.473	3.518	1.433
962	1462.000	2.487	3.435	1.318
963	1463.000	4.115	3.424	1.312
964	1464.000	2.617	3.463	1.400
965	1465.000	3.999	3.614	1.736
966	1466.000	4.554	3.694	1.728
967	1467.000	0.897	3.742	1.730
968	1468.000	4.100	3.754	1.732
969	1469.000	3.995	3.927	1.825
970	1470.000	1.633	3.956	1.844
971	1471.000	1.517	3.951	1.842
972	1472.000	3.934	3.959	1.843
973	1473.000	3.726	4.029	1.778
974	1474.000	4.304	4.129	1.697
975	1475.000	3.987	4.090	1.747
976	1476.000	6.889	4.111	1.751
977	1477.000	8.778	4.229	1.745
978	1478.000	4.492	4.263	1.749
979	1479.000	4.405	4.292	1.760
980	1480.000	4.162	4.417	1.614
981	1481.000	6.925	4.452	1.616
982	1482.000	5.447	4.519	1.631
983	1483.000	4.759	4.614	1.521
984	1484.000	4.257	4.682	1.411
985	1485.000	3.278	4.701	1.404
986	1486.000	3.971	4.630	1.496
987	1487.000	1.498	4.529	1.601
988	1488.000	4.662		
989	1489.000	5.559		
990	1490.000	4.854		
991	1491.000	5.282		
992	1492.000	4.014		
993	1493.000	4.967		
994	1494.000	5.671		
995	1495.000	4.010		
996	1496.000	3.223		
997	1497.000	4.400		
998	1498.000	1.967		
999	1499.000	1.764		
