	time (ns)	angle (degree)	average angle	angle standard deviation
757	1257.000	11.834	10.197	1.796
758	1258.000	11.926	10.176	1.824
759	1259.000	9.945	10.100	1.840
760	1260.000	10.605	10.141	1.828
761	1261.000	12.183	10.174	1.796
762	1262.000	11.995	10.272	1.765
763	1263.000	12.693	10.300	1.768
764	1264.000	11.432	10.470	1.723
765	1265.000	13.011	10.714	1.807
766	1266.000	12.709	11.151	2.001
767	1267.000	11.269	11.393	2.126
768	1268.000	9.667	11.609	2.301
769	1269.000	9.988	11.822	2.292
770	1270.000	7.649	12.017	2.492
771	1271.000	8.822	12.124	2.545
772	1272.000	10.142	12.328	2.567
773	1273.000	8.917	12.695	2.940
774	1274.000	10.891	13.006	3.276
775	1275.000	10.848	13.271	3.453
776	1276.000	12.068	13.370	3.472
777	1277.000	14.223	13.441	3.448
778	1278.000	17.211	13.458	3.447
779	1279.000	15.316	13.549	3.457
780	1280.000	15.924	13.737	3.456
781	1281.000	14.284	13.950	3.357
782	1282.000	16.717	14.344	3.449
783	1283.000	14.599	14.665	3.162
784	1284.000	15.031	14.962	2.930
785	1285.000	19.788	15.298	2.835
786	1286.000	19.964	15.596	2.509
787	1287.000	18.612	15.924	2.403
788	1288.000	15.178	16.141	2.158
789	1289.000	13.190	16.293	1.986
790	1290.000	13.451	16.394	1.940
791	1291.000	14.977	16.364	1.932
792	1292.000	15.982	16.305	1.987
793	1293.000	14.981	16.267	2.003
794	1294.000	19.841	16.332	1.962
795	1295.000	15.659	16.208	2.034
796	1296.000	16.253	16.213	2.030
797	1297.000	18.542	16.173	2.064
798	1298.000	16.359	15.941	1.964
799	1299.000	19.110	15.711	1.804
800	1300.000	16.266	15.486	1.778
801	1301.000	15.875	15.404	1.839
802	1302.000	16.738	15.553	1.803
803	1303.000	16.456	15.606	1.757
804	1304.000	13.844	15.654	1.755
805	1305.000	14.982	15.482	1.925
806	1306.000	15.910	15.498	1.922
807	1307.000	13.611	15.253	1.726
808	1308.000	14.730	15.288	1.744
809	1309.000	14.031	15.068	1.951
810	1310.000	13.983	14.731	2.052
811	1311.000	14.217	14.497	2.188
812	1312.000	12.977	14.276	1.971
813	1313.000	13.129	14.161	1.933
814	1314.000	16.922	13.907	2.109
815	1315.000	14.787	13.741	2.039
816	1316.000	16.165	13.444	2.164
817	1317.000	11.680	13.359	2.188
818	1318.000	15.396	13.282	2.163
819	1319.000	13.698	13.106	2.118
820	1320.000	16.545	13.068	2.117
821	1321.000	10.760	12.983	2.090
822	1322.000	10.112	12.952	2.080
823	1323.000	10.505	12.925	2.070
824	1324.000	13.577	12.999	2.149
825	1325.000	13.404	13.097	2.203
826	1326.000	9.513	13.149	2.219
827	1327.000	12.589	13.035	2.086
828	1328.000	9.034	12.966	2.054
829	1329.000	11.731	12.764	1.974
830	1330.000	13.042	12.670	2.080
831	1331.000	11.522	12.532	2.004
832	1332.000	12.649	12.486	1.990
833	1333.000	12.604	12.369	1.820
834	1334.000	13.261	12.433	1.789
835	1335.000	13.317	12.524	1.722
836	1336.000	16.054	12.601	1.671
837	1337.000	15.417	12.392	1.861
838	1338.000	14.430	12.153	2.094
839	1339.000	14.076	12.143	2.107
840	1340.000	13.072	12.057	2.132
841	1341.000	11.108	12.133	2.052
842	1342.000	9.342	12.202	2.067
843	1343.000	11.938	12.197	2.065
844	1344.000	12.551	12.359	2.166
845	1345.000	13.617	12.501	2.298
846	1346.000	12.357	12.720	2.556
847	1347.000	12.401	12.893	2.733
848	1348.000	12.427	12.995	2.797
849	1349.000	8.339	13.052	2.875
850	1350.000	7.433	13.001	2.842
851	1351.000	9.266	13.078	2.908
852	1352.000	10.446	13.245	3.083
853	1353.000	10.926	13.311	3.097
854	1354.000	13.452	13.543	3.141
855	1355.000	12.922	13.841	3.079
856	1356.000	15.570	13.968	3.063
857	1357.000	16.200	14.187	3.151
858	1358.000	18.089	14.385	3.268
859	1359.000	17.573	14.618	3.325
860	1360.000	15.865	14.911	3.442
861	1361.000	17.477	15.175	3.495
862	1362.000	14.141	15.584	3.252
863	1363.000	16.367	16.024	2.819
864	1364.000	18.253	16.311	2.442
865	1365.000	14.714	16.522	2.121
866	1366.000	16.896	16.810	1.793
867	1367.000	16.808	16.955	1.651
868	1368.000	15.112	17.053	1.464
869	1369.000	18.010	17.090	1.436
870	1370.000	18.573	17.011	1.538
871	1371.000	18.197	16.905	1.552
872	1372.000	19.723	16.733	1.705
873	1373.000	19.017	16.562	1.986
874	1374.000	18.560	16.341	2.178
875	1375.000	18.442	16.236	2.346
876	1376.000	16.436	16.074	2.473
877	1377.000	15.724	15.934	2.443
878	1378.000	18.129	15.848	2.524
879	1379.000	17.083	15.633	2.656
880	1380.000	15.375	15.535	2.657
881	1381.000	16.470	15.583	2.660
882	1382.000	14.229	15.463	2.613
883	1383.000	15.444	15.336	2.531
884	1384.000	13.274	15.208	2.460
885	1385.000	11.596	14.993	2.278
886	1386.000	11.950	14.874	2.132
887	1387.000	11.515	14.727	1.989
888	1388.000	12.310	14.600	1.837
889	1389.000	14.755	14.520	1.797
890	1390.000	12.569	14.487	1.781
891	1391.000	11.530	14.270	1.645
892	1392.000	14.343	14.139	1.539
893	1393.000	16.320	14.013	1.562
894	1394.000	15.000	13.870	1.490
895	1395.000	15.418	13.844	1.489
896	1396.000	14.990	13.884	1.546
897	1397.000	14.339	14.023	1.641
898	1398.000	16.036	14.306	1.809
899	1399.000	14.901	14.517	1.829
900	1400.000	15.255	14.774	1.841
901	1401.000	14.457	14.982	1.846
902	1402.000	14.894	15.043	1.863
903	1403.000	12.685	15.165	1.792
904	1404.000	13.819	15.353	1.635
905	1405.000	12.216	15.483	1.680
906	1406.000	12.904	15.470	1.674
907	1407.000	13.581	15.423	1.704
908	1408.000	16.447	15.282	1.844
909	1409.000	16.734	15.208	1.893
910	1410.000	18.688	15.213	1.891
911	1411.000	17.216	15.213	1.891
912	1412.000	17.940	15.350	1.989
913	1413.000	17.517	15.364	1.989
914	1414.000	16.276	15.316	2.026
915	1415.000	15.614	15.250	2.067
916	1416.000	16.243	15.272	2.041
917	1417.000	17.584	15.151	2.213
918	1418.000	15.991	15.175	2.183
919	1419.000	13.835	15.098	2.298
920	1420.000	11.894	15.013	2.394
921	1421.000	13.127	14.786	2.518
922	1422.000	14.461	14.547	2.607
923	1423.000	16.052	14.233	2.559
924	1424.000	18.312	13.992	2.551
925	1425.000	15.610	13.846	2.416
926	1426.000	13.262	13.625	2.317
927	1427.000	13.236	13.469	2.262
928	1428.000	13.238	13.242	2.321
929	1429.000	10.791	13.081	2.243
930	1430.000	12.820	12.819	2.070
931	1431.000	10.976	12.697	1.963
932	1432.000	11.452	12.648	1.948
933	1433.000	10.770	12.795	2.026
934	1434.000	10.769	12.920	2.140
935	1435.000	10.844	13.034	2.295
936	1436.000	11.186	13.087	2.382
937	1437.000	14.291	12.878	2.119
938	1438.000	11.988	12.813	2.056
939	1439.000	12.377	12.805	2.054
940	1440.000	9.941	12.862	2.086
941	1441.000	12.208	12.958	2.159
942	1442.000	11.052	13.106	2.131
943	1443.000	12.939	13.280	2.279
944	1444.000	12.616	13.509	2.325
945	1445.000	15.563	13.540	2.302
946	1446.000	16.244	13.735	2.264
947	1447.000	17.306	13.791	2.203
948	1448.000	17.381	13.947	2.122
949	1449.000	13.082	14.161	2.102
950	1450.000	13.997	14.279	2.191
951	1451.000	13.052	14.530	2.275
952	1452.000	14.660	14.698	2.265
953	1453.000	15.657	14.935	2.046
954	1454.000	14.473	15.139	2.017
955	1455.000	17.171	15.440	1.941
956	1456.000	16.702	15.698	2.020
957	1457.000	12.222	15.940	1.999
958	1458.000	15.648	16.114	2.148
959	1459.000	12.179	16.117	2.148
960	1460.000	14.733	16.200	2.233
961	1461.000	16.537	16.272	2.301
962	1462.000	17.254	16.431	2.207
963	1463.000	18.254	16.614	2.186
964	1464.000	16.588	16.772	2.057
965	1465.000	15.868	16.952	2.062
966	1466.000	17.310	17.033	2.049
967	1467.000	18.570	17.257	2.063
968	1468.000	19.376	17.363	2.125
969	1469.000	18.686	17.344	2.133
970	1470.000	19.898	17.505	1.866
971	1471.000	16.332	17.569	1.826
972	1472.000	19.364	17.687	1.535
973	1473.000	19.191	17.804	1.407
974	1474.000	17.053	17.785	1.427
975	1475.000	18.567	17.747	1.455
976	1476.000	17.001	17.658	1.490
977	1477.000	19.178	17.716	1.475
978	1478.000	17.681	17.803	1.425
979	1479.000	20.074	17.968	1.594
980	1480.000	19.798	17.980	1.600
981	1481.000	16.232	18.033	1.669
982	1482.000	16.242	18.107	1.738
983	1483.000	17.260	18.097	1.728
984	1484.000	15.135	18.194	1.692
985	1485.000	17.645	18.095	1.693
986	1486.000	16.068	18.106	1.701
987	1487.000	16.300	18.281	1.811
988	1488.000	16.025		
989	1489.000	18.044		
990	1490.000	18.046		
991	1491.000	21.436		
992	1492.000	18.876		
993	1493.000	20.706		
994	1494.000	20.514		
995	1495.000	19.660		
996	1496.000	18.746		
997	1497.000	16.897		
998	1498.000	19.460		
999	1499.000	21.439		
