,frame,y,x,trajectory
0,0.0,201.3772482869222,42.67432342870252,0.0
1,1.0,201.77595598354463,42.60159907469061,0.0
2,2.0,201.48525235235692,43.00600132564305,0.0
3,0.0,65.40354626980644,120.73574520491164,1.0
4,1.0,65.04062811291728,120.85324592226351,1.0
5,0.0,179.86584119991875,32.27012809826697,2.0
6,1.0,180.24303842271988,31.537783159743515,2.0
7,0.0,137.74483389688254,208.38519499734286,3.0
8,1.0,136.37060997744157,207.26565453904638,3.0
9,2.0,135.32657358680677,206.66965883812446,3.0
10,3.0,135.31892282368597,205.98380657367522,3.0
11,0.0,74.26484487917516,137.89002169969413,4.0
12,1.0,73.58323316788325,138.90280522243387,4.0
13,0.0,144.05670282362877,215.48784944990032,5.0
14,1.0,143.26914315387785,214.83617901898782,5.0
15,2.0,143.01940025842393,213.97419002959057,5.0
16,3.0,142.0,214.0,5.0
17,0.0,64.68486027955308,120.88705742234262,6.0
18,1.0,65.35319177699691,120.52287791136558,6.0
19,0.0,104.24548240136605,53.77176571138986,7.0
20,1.0,104.51129965160955,54.951800237589026,7.0
21,0.0,64.83098095853713,120.92485284123632,8.0
22,1.0,64.5521780472231,120.74189704640503,8.0
23,2.0,65.4750939753886,120.83681921906984,8.0
24,0.0,120.785204163799,135.6999555833371,9.0
25,1.0,123.57416370089629,136.26664795811936,9.0
26,0.0,65.03860818358261,120.9641923729205,10.0
27,1.0,64.80905856547575,120.91523628766352,10.0
28,0.0,65.53782158652334,120.8683321689396,11.0
29,1.0,64.47404069554804,120.6646317341002,11.0
30,0.0,65.33586724277448,120.54004597621265,12.0
31,1.0,64.31334464924524,120.2379043994088,12.0
32,2.0,64.90131815491289,120.36335030026318,12.0
33,0.0,111.8374435616019,245.21184166831674,13.0
34,1.0,110.64854211342774,246.10727412863037,13.0
35,0.0,128.91141737513172,190.8438125035981,14.0
36,1.0,131.29302572920358,189.74840820940156,14.0
37,0.0,127.99901390788054,192.15290613490694,15.0
38,1.0,128.2928467875627,189.94409922030226,15.0
39,2.0,127.26240626805749,193.42770695980553,15.0
40,3.0,126.97483129855812,192.7742503166841,15.0
41,0.0,81.98360157196942,222.88038604076678,16.0
42,1.0,83.43691426146121,223.8288465303289,16.0
43,0.0,90.31573258676666,44.30799218020365,17.0
44,1.0,90.53775376726422,43.67486474901366,17.0
