,frame,y,x,trajectory
0,0.0,86.4504112658236,143.4149411660613,0.0
1,1.0,88.06777586423401,143.05565388250886,0.0
2,2.0,88.87262511371405,143.06542690120943,0.0
3,3.0,86.37359078177371,143.19035013142422,0.0
4,0.0,86.03533303731949,143.8847502584371,1.0
5,1.0,86.68253536078912,143.99321320357092,1.0
6,2.0,86.50299605352716,142.52434821762833,1.0
7,3.0,87.68471715404307,143.29501804786761,1.0
8,0.0,12.738224864399653,136.46405015334594,2.0
9,1.0,12.734482615341532,136.98106123977905,2.0
10,2.0,13.381240944250703,137.28309573086264,2.0
11,0.0,12.856046934536504,137.47794960053722,3.0
12,1.0,13.134344605001326,136.6618417510016,3.0
13,0.0,86.75169153002385,143.30819316286812,4.0
14,1.0,86.15947016554124,143.31442218441532,4.0
15,0.0,87.67049028911445,143.9697468857779,5.0
16,1.0,86.94844373128497,144.02676963292376,5.0
17,0.0,12.589221437386673,137.24816519628996,6.0
18,1.0,13.837374726283196,136.8205064980706,6.0
19,0.0,51.724086028749035,62.53316704175023,7.0
20,1.0,53.29499587775743,62.15442502952735,7.0
21,2.0,52.910701420292774,62.010953562041784,7.0
22,0.0,12.707985461288056,136.64359948125076,8.0
23,1.0,12.41262272790144,137.21394502284102,8.0
24,0.0,124.08174388516683,52.9868424931287,9.0
25,1.0,123.46860297682765,53.53466138603929,9.0
26,2.0,123.48521239490337,53.377400797536964,9.0
27,3.0,122.68074406697538,52.11363771520025,9.0
28,0.0,141.9915494680592,158.6163374819283,10.0
29,1.0,142.126891574236,158.89381997026632,10.0
30,2.0,143.8152119442008,162.42737187512685,10.0
31,0.0,124.63855218409171,56.1879361044786,11.0
32,1.0,123.40862486167744,54.49882982033344,11.0
33,0.0,142.54860452861067,159.84182379863574,12.0
34,1.0,142.25680889735594,158.75747563971217,12.0
35,0.0,123.87817782182402,54.702820095123386,13.0
36,1.0,124.4774764902455,56.250357232939805,13.0
37,0.0,126.1693331377793,60.78711741453154,14.0
38,1.0,126.72101363888011,59.03319531152621,14.0
39,2.0,126.23731650731298,59.165917732401525,14.0
40,3.0,125.17536172384122,57.99503135086216,14.0
41,0.0,158.04065456345444,182.53237932885625,15.0
42,1.0,158.28300536771627,181.9320171059409,15.0
43,2.0,158.8447247198241,182.92252982438,15.0
44,0.0,158.82860884195452,185.85274901711287,16.0
45,1.0,159.48324740943178,184.75919017064055,16.0
46,2.0,158.63105787056034,185.2369836964387,16.0
47,0.0,97.45184291562349,101.6004090388095,17.0
48,1.0,97.53684422480245,102.45720090998137,17.0
49,2.0,98.48679171254071,103.72526608948633,17.0
50,3.0,99.56409026656675,105.37590612373565,17.0
51,0.0,12.590766100901925,136.16363414562858,18.0
52,1.0,13.436168005586815,137.27003474097577,18.0
53,0.0,132.73273934772095,52.36227958968164,19.0
54,1.0,133.31664739223478,52.49970108827814,19.0
55,2.0,133.6047854988543,53.90089796640553,19.0
56,3.0,134.25815910458726,54.44691852227509,19.0
57,0.0,12.928712864728972,136.77072209723696,20.0
58,1.0,13.083803940130792,136.96433422484867,20.0
59,0.0,168.66511168507247,184.12512006854567,21.0
60,1.0,167.15455069916402,184.66906815966277,21.0
61,2.0,168.02085645105745,187.7232807534814,21.0
62,3.0,168.74892136424515,187.27005967132266,21.0
63,4.0,168.24072252183166,188.95056229118106,21.0
64,5.0,168.60650748104894,189.1089858158304,21.0
65,6.0,168.73418393550293,189.414994238066,21.0
66,7.0,168.15502469090126,190.4608231484188,21.0
67,8.0,168.87862403506477,191.20690174896043,21.0
68,9.0,167.95102576650004,191.6413031853197,21.0
69,10.0,167.4010667528311,188.56161842949118,21.0
70,11.0,168.32535736910813,189.45581100701983,21.0
71,12.0,168.12748472769215,188.74791162231412,21.0
72,13.0,168.975592915016,190.3453082443502,21.0
73,14.0,169.14568390638914,189.97343611244497,21.0
74,0.0,132.2360894991147,53.705207155478355,22.0
75,1.0,133.43615571130658,54.028888275071225,22.0
76,2.0,133.5846714690588,53.51484745392375,22.0
77,3.0,132.3365368494384,51.41677577609293,22.0
78,0.0,169.1341066572033,190.93274570024073,23.0
79,1.0,169.03112746999753,190.50680949802975,23.0
80,2.0,169.07869039224633,189.78352231459397,23.0
81,3.0,168.6928375065142,189.26179182364004,23.0
82,4.0,168.22959733960315,189.62726847651976,23.0
83,0.0,118.27256776406212,59.06626036098104,24.0
84,1.0,116.51428519488223,57.987022806828605,24.0
85,2.0,115.76273079935423,58.81734371785878,24.0
86,0.0,12.835974462032326,137.29984907847543,25.0
87,1.0,13.611670703626096,136.84531591211334,25.0
88,2.0,13.901407600389536,137.91933300265268,25.0
89,0.0,13.493751949488036,137.3579154624034,26.0
90,1.0,13.918860472550255,136.85640684347075,26.0
91,0.0,13.88103501209293,136.89564824454328,27.0
92,1.0,13.972961515305842,137.31502269480956,27.0
93,0.0,12.95764171998335,136.52704613181808,28.0
94,1.0,13.568522015160196,136.70947060524975,28.0
95,0.0,71.11170651761617,25.68910612972509,29.0
96,1.0,70.98817776979351,25.73730324129898,29.0
97,0.0,121.67280250811844,51.323132479705585,30.0
98,1.0,122.14200316360757,52.695325832251285,30.0
99,0.0,97.20964467993088,37.01543187923108,31.0
100,1.0,97.19927283427893,36.04451727380829,31.0
101,0.0,13.062421195560447,137.2744614933355,32.0
102,1.0,13.229292873092758,136.76129707884408,32.0
103,0.0,97.4548047116004,39.071938899455056,33.0
104,1.0,97.97899847176657,39.107710053842226,33.0
105,0.0,150.26077484026683,194.32627960152345,34.0
106,1.0,150.4622263069011,194.02872277894144,34.0
107,0.0,12.93341747498834,137.171258490835,35.0
108,1.0,12.87905057135592,136.7578979364411,35.0
109,0.0,13.158832627282203,137.1774174414901,36.0
110,1.0,13.257585880545362,137.17894536759763,36.0
111,0.0,120.35755332527998,49.25501268500964,37.0
112,1.0,120.05099350318902,49.92224570916082,37.0
113,0.0,136.28218869975282,129.4061486382379,38.0
114,1.0,137.22436564551322,128.65230718701258,38.0
115,2.0,136.81305046968023,129.4558453983976,38.0
116,3.0,136.10509845466254,128.7307158463715,38.0
117,4.0,136.76052483384055,128.3527139848105,38.0
118,5.0,136.1212071743683,131.85980204789124,38.0
119,6.0,137.0,131.0,38.0
120,0.0,14.146265969484975,137.32765981329737,39.0
121,1.0,13.122567651863408,136.99122970953889,39.0
122,2.0,13.790643864395452,136.853928535549,39.0
123,0.0,88.95907651761053,72.54396593684285,40.0
124,1.0,88.84732181943565,72.27481957633962,40.0
125,2.0,88.99822761235735,72.24429130908884,40.0
126,0.0,166.60970989488322,175.02127651075784,41.0
127,1.0,167.0958186925465,175.4304742984841,41.0
128,2.0,167.75105882748704,177.03857389157562,41.0
129,0.0,13.617445507552732,136.63418890557386,42.0
130,1.0,12.856403041600151,137.6183854614984,42.0
131,2.0,13.554874509973411,137.5177088224989,42.0
132,3.0,14.095327231559457,136.84238731181105,42.0
133,4.0,13.247295322739557,136.73934960631334,42.0
134,0.0,55.99153515742495,60.38397195625215,43.0
135,1.0,56.88207404637206,60.78977215431835,43.0
136,2.0,57.56643617104428,60.9010905358492,43.0
137,0.0,95.64657789993751,33.51547326289447,44.0
138,1.0,95.10654280025307,33.708954693956436,44.0
139,2.0,96.34873102470506,34.22029606126985,44.0
140,3.0,95.52100238420603,33.66839867929639,44.0
141,4.0,95.58247260689797,32.91823471565057,44.0
142,5.0,95.51043746056125,33.02703467947086,44.0
143,6.0,95.67510458124625,33.34277200773881,44.0
144,0.0,123.20345701388715,57.444475311248326,45.0
145,1.0,123.73993590066034,55.94218245222369,45.0
146,2.0,123.36491861842076,57.131712641556376,45.0
147,0.0,97.46738170695647,100.979411904703,46.0
148,1.0,97.90070366926844,101.94381888694517,46.0
149,2.0,97.46705046731748,99.94525063792082,46.0
150,3.0,96.80858003729244,99.02009693401673,46.0
151,4.0,96.37979128379757,97.051726710296,46.0
152,5.0,96.22777090469773,95.81643526728087,46.0
153,0.0,103.5051126571442,37.90693395635092,47.0
154,1.0,103.11643460573563,38.51137640552706,47.0
155,0.0,121.11591397523786,117.82281389890254,48.0
156,1.0,121.37272814526308,119.24642895889775,48.0
157,0.0,89.64356005824284,74.42334351117701,49.0
158,1.0,88.96780149009723,74.85300831634217,49.0
159,2.0,89.42617834826864,75.19045135555972,49.0
160,3.0,89.22150194090447,75.5173940529702,49.0
161,0.0,55.66877698963826,74.7753641702402,50.0
162,1.0,55.00894910840859,73.53919090955952,50.0
163,2.0,55.75191219383253,75.70175595065179,50.0
164,0.0,89.86454220481433,75.62489675053952,51.0
165,1.0,89.67870987403084,75.73912232711439,51.0
166,2.0,89.66695985061219,75.56715551320062,51.0
167,3.0,89.28167952540667,75.20436601115809,51.0
168,4.0,89.97450413012183,74.9483966395778,51.0
169,5.0,89.87682317848717,74.81187324900667,51.0
170,0.0,90.08027815879974,81.42986068384127,52.0
171,1.0,87.11924059973241,80.19080868199576,52.0
172,2.0,88.75568105881344,81.09779790750254,52.0
173,3.0,86.63838880865688,81.27736446823441,52.0
174,0.0,12.819321466703547,137.2761827830987,53.0
175,1.0,13.569137475853786,137.06876030685572,53.0
176,0.0,13.284763321937016,137.04325011443308,54.0
177,1.0,13.030465694257185,137.68109039021556,54.0
178,0.0,88.67902669533773,72.97625814535947,55.0
179,1.0,89.18385674734756,72.84257842718411,55.0
180,0.0,86.93253229907975,50.46197292985575,56.0
181,1.0,86.22903471513064,49.72126933920762,56.0
182,2.0,85.72953524963488,49.15981049830489,56.0
183,3.0,85.28448259434843,49.18469762492995,56.0
184,0.0,105.80580589115485,41.80723138962626,57.0
185,1.0,108.39002337228153,44.1770897627446,57.0
186,0.0,119.50789412296334,120.76507219465469,58.0
187,1.0,120.82225511330176,121.84113880665952,58.0
188,0.0,89.16435512482477,72.63261769748746,59.0
189,1.0,88.88752381336357,72.73336554523313,59.0
190,0.0,124.05889919697609,126.030301147355,60.0
191,1.0,124.22132823436996,127.17542168932322,60.0
192,0.0,84.43850850306893,25.247782378161492,61.0
193,1.0,83.91586040718295,26.657558622795683,61.0
194,2.0,83.05748883267572,28.78474492621497,61.0
195,0.0,89.61589301017155,73.22563962313515,62.0
196,1.0,88.77106498095687,72.70781400005923,62.0
197,0.0,169.77367681830972,197.75378385405543,63.0
198,1.0,169.84552638693498,197.710241683341,63.0
199,2.0,169.48727311265984,197.9415110487128,63.0
200,3.0,169.859028321928,197.94878748330513,63.0
201,4.0,169.97229918462276,197.69242826320317,63.0
202,5.0,169.99737668029212,197.86413057178115,63.0
203,6.0,169.97463461180476,198.03734775625074,63.0
204,7.0,169.86191839564148,197.81481975535232,63.0
205,8.0,170.57560784047647,198.07874969396482,63.0
206,0.0,85.25827033975885,94.72197423365357,64.0
207,1.0,85.52836822331048,96.50873625216504,64.0
208,2.0,84.89957968645693,94.82820103450375,64.0
209,3.0,84.65550712299769,91.86208000509814,64.0
