,frame,y,x,trajectory
0,0.0,141.82631559230737,102.21031397766065,0.0
1,1.0,139.87347944036227,102.27518556241657,0.0
2,0.0,124.63766296408163,175.32369607153694,1.0
3,1.0,125.26603086132724,175.105535550046,1.0
4,2.0,123.38273151504737,175.50408182305674,1.0
5,0.0,230.00108282477223,71.10555297918629,2.0
6,1.0,230.29969569275065,71.3904685075378,2.0
7,2.0,231.992813446751,71.64911704637836,2.0
8,3.0,231.14411375456223,71.33586412734986,2.0
9,0.0,62.074712569746964,107.98803471870868,3.0
10,1.0,63.518959675235834,108.1098062943735,3.0
11,0.0,60.833349245155866,108.84113769850903,4.0
12,1.0,62.34378914493001,108.85232840718734,4.0
13,2.0,63.09274179246582,107.99861252456975,4.0
14,3.0,63.2284911913928,108.0360453147678,4.0
15,4.0,63.63584299339496,107.8852413965738,4.0
16,5.0,62.87613469280318,107.6723638790808,4.0
17,0.0,134.02948599671078,103.6796763569026,5.0
18,1.0,135.8242070611227,103.71357269546829,5.0
19,0.0,221.42109914158289,72.49526565571038,6.0
20,1.0,221.27629181109748,72.3976060645195,6.0
21,2.0,223.3211866011405,72.18636926793016,6.0
22,3.0,223.7849005193045,71.71071425886548,6.0
23,4.0,223.50616436820684,71.89706409490434,6.0
24,0.0,63.37926789866938,108.70099265480357,7.0
25,1.0,63.29630458754365,107.5362573937036,7.0
26,2.0,63.019826526967165,108.68735426303847,7.0
27,0.0,47.77364709253367,142.59374810700038,8.0
28,1.0,46.510271247653584,140.14073464309308,8.0
29,0.0,46.614929201968565,97.76101292574938,9.0
30,1.0,45.70375824338528,100.17942883664897,9.0
31,2.0,46.0449098873674,100.91004568192966,9.0
32,0.0,62.615677261510534,108.3261865845328,10.0
33,1.0,63.23818699404057,107.87276730893589,10.0
34,0.0,62.890170503708816,107.8652483911538,11.0
35,1.0,62.97274265556726,108.25042427930603,11.0
36,2.0,64.14149999228304,107.63875261104799,11.0
37,3.0,63.8771249519721,108.59125133736396,11.0
38,0.0,224.42562793901274,81.2299089694603,12.0
39,1.0,225.17168150784565,80.99981744891645,12.0
40,0.0,217.8759338627039,52.898287094014634,13.0
41,1.0,217.51265312389086,52.46412383442114,13.0
42,0.0,228.09085838749365,70.72831682057162,14.0
43,1.0,227.97042802903152,72.05549615418975,14.0
44,0.0,145.94659895690475,108.32042881150456,15.0
45,1.0,146.08497630741644,108.06529282717503,15.0
46,0.0,62.72637627876734,107.39586689692956,16.0
47,1.0,62.292901765885205,108.57685145717204,16.0
48,2.0,63.250938562566304,107.5921062046195,16.0
49,0.0,217.6103811166132,52.86880179072798,17.0
50,1.0,217.29280101672174,52.293066948823295,17.0
51,0.0,221.98105564021725,81.64659181645523,18.0
52,1.0,223.64571728971407,81.60060083488624,18.0
53,2.0,220.08773736433324,82.95282775584131,18.0
54,3.0,221.5589260565327,82.17845729362274,18.0
55,4.0,221.10512935950578,82.67136608697767,18.0
56,5.0,221.57307652481654,81.90976638972046,18.0
57,0.0,217.81050268110647,53.20620880417105,19.0
58,1.0,217.19441220374821,52.882784190374835,19.0
59,0.0,116.82109171636192,152.15277898558423,20.0
60,1.0,117.76620090706807,152.92771740358216,20.0
61,2.0,116.92670229455989,151.5430087592518,20.0
62,0.0,166.90851813813077,165.24700138202613,21.0
63,1.0,167.41400649278535,166.00070092175008,21.0
64,2.0,169.04259696734346,164.957037172683,21.0
65,3.0,168.630268210134,165.0281348749123,21.0
66,4.0,166.87087873061782,164.93524873819072,21.0
67,0.0,191.34954112041768,79.0064439434165,22.0
68,1.0,195.41268846493122,77.73446437966041,22.0
69,2.0,195.38649601429802,77.00672674789413,22.0
70,0.0,120.34406751681755,166.9185433713656,23.0
71,1.0,120.04158871785926,167.2701430443587,23.0
72,2.0,120.82097602462466,167.05162094037638,23.0
73,0.0,104.91032204557028,172.96148604427114,24.0
74,1.0,106.02805676592003,173.70111384501223,24.0
75,0.0,217.49789265156366,52.97429565100217,25.0
76,1.0,216.902221198189,53.02311684147734,25.0
77,0.0,105.71849180646795,173.07574719936147,26.0
78,1.0,105.69872305249496,172.49950105422843,26.0
79,0.0,222.5981550800507,72.41288112172266,27.0
80,1.0,223.03465939541195,72.62480414003905,27.0
81,2.0,225.912873118264,73.15928881517789,27.0
82,3.0,226.5664273920127,70.92063009805638,27.0
83,4.0,228.95110774873757,70.4579551518347,27.0
84,0.0,218.23294464853683,53.052323857180475,28.0
85,1.0,217.54765266515807,52.98583862200543,28.0
86,2.0,217.1663820199954,53.17878960953857,28.0
87,0.0,54.862849431995485,96.98124435742892,29.0
88,1.0,54.430019789282454,97.95915537619925,29.0
89,2.0,56.182581202750235,98.35156354063385,29.0
90,0.0,145.47592245938256,107.41892286213735,30.0
91,1.0,146.3700769150945,106.58669228236845,30.0
92,2.0,146.55329398833484,106.13586796364943,30.0
93,3.0,146.15677873755357,106.79147685290337,30.0
94,0.0,124.89451303520192,174.83509443445658,31.0
95,1.0,125.32783261778904,174.28101063507515,31.0
96,0.0,47.714202607974954,94.32990359761172,32.0
97,1.0,47.9406127286831,93.66387165866615,32.0
98,0.0,217.43409680684476,53.13778319218081,33.0
99,1.0,216.77230732950522,53.57014945925012,33.0
100,0.0,224.61541118095565,71.81011517843224,34.0
101,1.0,225.59633989322353,71.61971974340653,34.0
102,2.0,229.63802761358332,72.26031764112182,34.0
103,3.0,229.32878156016375,71.4576017629956,34.0
104,4.0,229.42668998344098,70.98028125862086,34.0
105,0.0,217.6785255640489,52.93110782714748,35.0
106,1.0,217.00524640986885,53.08470483456812,35.0
107,0.0,213.97366488820887,87.1577905413321,36.0
108,1.0,213.49800262435488,87.19514164776058,36.0
109,2.0,212.00292512121504,87.12269817407716,36.0
110,3.0,213.03989222042063,87.47433694194692,36.0
111,0.0,94.3157917058066,115.1502983796217,37.0
112,1.0,94.9447726764519,115.42172101103695,37.0
113,2.0,96.15370962063636,115.06731410227006,37.0
114,3.0,96.23527114643339,115.01933405897438,37.0
115,0.0,57.020489420932456,175.13353896772503,38.0
116,1.0,56.71025529744891,175.0649283952402,38.0
117,2.0,57.02272633666817,175.5224552664128,38.0
118,3.0,56.29321485086544,174.96018278669465,38.0
119,0.0,226.51118658365056,71.37976947835104,39.0
120,1.0,227.91273234074663,73.01620016874192,39.0
121,2.0,228.79545581352474,72.76789667180529,39.0
122,0.0,119.66540598972115,103.60321516664408,40.0
123,1.0,118.81228845456327,103.7485641101684,40.0
124,2.0,117.08530414570728,103.82018253416344,40.0
125,3.0,118.59331243049066,103.75243380933982,40.0
126,4.0,122.22908446701378,104.64441095535996,40.0
127,0.0,182.63064296684308,82.99013901101094,41.0
128,1.0,181.0438217321842,83.37121274140101,41.0
129,2.0,182.6958594792494,82.97607682359359,41.0
130,0.0,89.47138029120997,127.81789550473148,42.0
131,1.0,88.69199341139137,128.374844283543,42.0
132,2.0,88.2592481797264,127.25991926013599,42.0
133,0.0,217.23811797511672,52.79418188450706,43.0
134,1.0,216.8981625805132,52.454429539805666,43.0
135,0.0,217.11404133160292,52.69917951549435,44.0
136,1.0,217.20512698484453,52.58531141889553,44.0
137,2.0,217.32440889077455,53.03657140671915,44.0
138,0.0,95.60789055022003,109.9775699211338,45.0
139,1.0,95.97053961207716,110.13724284155818,45.0
140,2.0,97.07616956269301,108.40517170386961,45.0
141,3.0,97.1529429449743,109.06081159578238,45.0
142,4.0,97.64585211322968,108.19775458387137,45.0
143,0.0,162.1593003589247,169.09453861331855,46.0
144,1.0,161.83422181110686,169.91821686865057,46.0
145,0.0,112.74315478951465,102.28607737767226,47.0
146,1.0,114.08767246084476,104.16761489197188,47.0
147,0.0,117.02550154340761,104.97456218831944,48.0
148,1.0,117.69794180268119,104.04539422491797,48.0
149,0.0,193.08749985126667,103.47349958994987,49.0
150,1.0,194.12115864966555,104.28271387527457,49.0
151,2.0,193.51581542671482,103.2008192780994,49.0
152,0.0,87.48117627931191,126.27975070795725,50.0
153,1.0,87.75547296159976,126.69422766058543,50.0
154,2.0,87.01257685892556,126.3636763318789,50.0
155,3.0,86.95409717794942,126.74813376205456,50.0
156,0.0,203.27275793800743,82.84427517242007,51.0
157,1.0,203.66927317340947,82.07008743705379,51.0
158,0.0,104.71467174645589,172.30005658016995,52.0
159,1.0,104.83620003363313,172.7623270863536,52.0
160,2.0,105.18505691824573,172.00073329949603,52.0
161,3.0,105.49536393242047,171.80890923059934,52.0
162,0.0,99.6878525005466,147.21188386890353,53.0
163,1.0,98.41871435096307,145.90436889976144,53.0
164,0.0,189.42982346350107,103.93044853542851,54.0
165,1.0,188.0831217033943,105.04920374057676,54.0
166,2.0,187.28508322041628,105.21903926394168,54.0
167,0.0,98.90141842354805,107.81098541237571,55.0
168,1.0,100.18359835846593,109.34791030228503,55.0
169,2.0,101.64180024599635,108.81683796439081,55.0
170,3.0,100.93350666538063,107.76417726442442,55.0
